airline,origin_city,destination_city,distance_miles,arrival_delay_minutes
Republic Airways,"New York, NY","Madison, WI",812,-23
Republic Airways,"New York, NY","Martha's Vineyard, MA",175,-22
Republic Airways,"New York, NY","Martha's Vineyard, MA",175,31
Republic Airways,"New York, NY","Norfolk, VA",290,-38
Republic Airways,"New York, NY","Norfolk, VA",296,-33
Republic Airways,"New York, NY","Norfolk, VA",296,-7
Republic Airways,"New York, NY","Richmond, VA",291,-22
Republic Airways,"New York, NY","Richmond, VA",291,-8
Republic Airways,"New York, NY","Savannah, GA",722,-9
Republic Airways,"New York, NY","St. Louis, MO",888,54
Republic Airways,"New York, NY","St. Louis, MO",888,-6
Republic Airways,"New York, NY","St. Louis, MO",888,21
Republic Airways,"New York, NY","Washington, DC",214,2
Republic Airways,"New York, NY","Washington, DC",214,9
Republic Airways,"New York, NY","Washington, DC",214,13
Republic Airways,"New York, NY","Washington, DC",228,-18
Republic Airways,"New York, NY","Wilmington, NC",500,74
Republic Airways,"Newark, NJ","Bangor, ME",393,-23
Republic Airways,"Newark, NJ","Bangor, ME",393,-30
Republic Airways,"Newark, NJ","Boston, MA",200,-14
Republic Airways,"Newark, NJ","Buffalo, NY",282,69
Republic Airways,"Newark, NJ","Charleston, SC",628,-22
Republic Airways,"Newark, NJ","Cincinnati, OH",569,-29
Republic Airways,"Newark, NJ","Cleveland, OH",404,-18
Republic Airways,"Newark, NJ","Columbus, OH",463,14
Republic Airways,"Newark, NJ","Detroit, MI",488,-16
Republic Airways,"Newark, NJ","Grand Rapids, MI",605,-13
Republic Airways,"Newark, NJ","Greensboro/High Point, NC",445,-14
Republic Airways,"Newark, NJ","Greensboro/High Point, NC",445,1
Republic Airways,"Newark, NJ","Greensboro/High Point, NC",445,-36
Republic Airways,"Newark, NJ","Greer, SC",594,0
Republic Airways,"Newark, NJ","Indianapolis, IN",645,-1
Republic Airways,"Newark, NJ","Indianapolis, IN",645,8
Republic Airways,"Newark, NJ","Indianapolis, IN",645,15
Republic Airways,"Newark, NJ","Indianapolis, IN",645,-18
Republic Airways,"Newark, NJ","Memphis, TN",946,-20
Republic Airways,"Newark, NJ","Memphis, TN",946,-36
Republic Airways,"Newark, NJ","Milwaukee, WI",725,-16
Republic Airways,"Newark, NJ","Norfolk, VA",284,-15
Republic Airways,"Newark, NJ","Norfolk, VA",284,-19
Republic Airways,"Newark, NJ","Pittsburgh, PA",319,-11
Republic Airways,"Newark, NJ","Portland, ME",284,-18
Republic Airways,"Newark, NJ","Portland, ME",284,-17
Republic Airways,"Newark, NJ","Raleigh/Durham, NC",416,-28
Republic Airways,"Newark, NJ","St. Louis, MO",872,-6
Republic Airways,"Newark, NJ","St. Louis, MO",872,-20
Republic Airways,"Newark, NJ","Wilmington, NC",488,-19
Republic Airways,"Newark, NJ","Wilmington, NC",488,-31
Republic Airways,"Norfolk, VA","New York, NY",296,-19
Republic Airways,"Oklahoma City, OK","Chicago, IL",693,2
Republic Airways,"Oklahoma City, OK","New York, NY",1341,24
Republic Airways,"Omaha, NE","Philadelphia, PA",1089,-5
Republic Airways,"Philadelphia, PA","Boston, MA",280,-15
Republic Airways,"Philadelphia, PA","Boston, MA",280,-3
Republic Airways,"Philadelphia, PA","Boston, MA",280,75
Republic Airways,"Philadelphia, PA","Indianapolis, IN",588,-30
Republic Airways,"Philadelphia, PA","Indianapolis, IN",588,17
Republic Airways,"Philadelphia, PA","Louisville, KY",577,-37
Republic Airways,"Philadelphia, PA","Omaha, NE",1089,-21
Republic Airways,"Philadelphia, PA","Pittsburgh, PA",268,-8
Republic Airways,"Philadelphia, PA","Raleigh/Durham, NC",337,2
Republic Airways,"Philadelphia, PA","Raleigh/Durham, NC",337,13
Republic Airways,"Philadelphia, PA","Washington, DC",135,-16
Republic Airways,"Pittsburgh, PA","Chicago, IL",413,-5
Republic Airways,"Pittsburgh, PA","Chicago, IL",413,-26
Republic Airways,"Pittsburgh, PA","New York, NY",335,105
Republic Airways,"Pittsburgh, PA","New York, NY",340,5
Republic Airways,"Pittsburgh, PA","Newark, NJ",319,-16
Republic Airways,"Pittsburgh, PA","Newark, NJ",319,26
Republic Airways,"Pittsburgh, PA","Newark, NJ",319,-10
Republic Airways,"Pittsburgh, PA","Washington, DC",182,-17
Republic Airways,"Pittsburgh, PA","Washington, DC",204,-2
Republic Airways,"Pittsburgh, PA","Washington, DC",204,27
Republic Airways,"Portland, ME","New York, NY",269,-14
Republic Airways,"Portland, ME","New York, NY",269,-18
Republic Airways,"Portland, ME","Washington, DC",493,2
Republic Airways,"Portland, ME","Washington, DC",493,-10
Republic Airways,"Portland, ME","Washington, DC",493,-33
Republic Airways,"Raleigh/Durham, NC","Chicago, IL",646,-46
Republic Airways,"Raleigh/Durham, NC","Nashville, TN",442,31
Republic Airways,"Raleigh/Durham, NC","New York, NY",431,-25
Republic Airways,"Raleigh/Durham, NC","New York, NY",431,-21
Republic Airways,"Raleigh/Durham, NC","Pittsburgh, PA",328,-9
Republic Airways,"Raleigh/Durham, NC","Washington, DC",225,-28
Republic Airways,"Roanoke, VA","Chicago, IL",530,-36
Republic Airways,"Roanoke, VA","New York, NY",405,-18
Republic Airways,"Rochester, NY","Chicago, IL",528,-10
Republic Airways,"Rochester, NY","Chicago, IL",528,-19
Republic Airways,"Rochester, NY","Newark, NJ",246,233
Republic Airways,"St. Louis, MO","Newark, NJ",872,-32
Republic Airways,"St. Louis, MO","Newark, NJ",872,-23
Republic Airways,"Syracuse, NY","Chicago, IL",607,-38
Republic Airways,"Traverse City, MI","Chicago, IL",224,32
Republic Airways,"Traverse City, MI","Chicago, IL",224,-27
Republic Airways,"Washington, DC","Atlanta, GA",547,-22
Republic Airways,"Washington, DC","Boston, MA",399,-1
Republic Airways,"Washington, DC","Boston, MA",399,-17
Republic Airways,"Washington, DC","Chicago, IL",612,12
Republic Airways,"Washington, DC","Indianapolis, IN",476,-8
Republic Airways,"Washington, DC","Indianapolis, IN",500,-2
Republic Airways,"Washington, DC","Indianapolis, IN",500,-6
Republic Airways,"Washington, DC","Memphis, TN",762,51
Republic Airways,"Washington, DC","New Orleans, LA",969,-28
Republic Airways,"Washington, DC","New York, NY",214,-21
Republic Airways,"Washington, DC","New York, NY",214,79
Republic Airways,"Washington, DC","New York, NY",214,1
Republic Airways,"Washington, DC","New York, NY",214,-10
Republic Airways,"Washington, DC","New York, NY",228,-22
Republic Airways,"Washington, DC","New York, NY",228,-26
Republic Airways,"Washington, DC","New York, NY",228,685
Republic Airways,"Washington, DC","Philadelphia, PA",135,-24
Republic Airways,"Washington, DC","Pittsburgh, PA",204,33
Republic Airways,"Wilmington, NC","New York, NY",500,-17
SkyWest Airlines,"Aberdeen, SD","Minneapolis, MN",257,-16
SkyWest Airlines,"Abilene, TX","Denver, CO",584,-33
SkyWest Airlines,"Abilene, TX","Houston, TX",306,10
SkyWest Airlines,"Akron, OH","Chicago, IL",344,3
SkyWest Airlines,"Akron, OH","Chicago, IL",344,-4
SkyWest Airlines,"Albany, NY","Detroit, MI",489,-14
SkyWest Airlines,"Albuquerque, NM","Denver, CO",349,-32
SkyWest Airlines,"Albuquerque, NM","Los Angeles, CA",677,-3
SkyWest Airlines,"Appleton, WI","Chicago, IL",160,120
SkyWest Airlines,"Appleton, WI","Chicago, IL",160,-22
SkyWest Airlines,"Appleton, WI","Detroit, MI",296,-16
SkyWest Airlines,"Arcata/Eureka, CA","Denver, CO",1026,20
SkyWest Airlines,"Arcata/Eureka, CA","San Francisco, CA",250,49
SkyWest Airlines,"Arcata/Eureka, CA","San Francisco, CA",250,36
SkyWest Airlines,"Aspen, CO","Houston, TX",913,-18
SkyWest Airlines,"Atlanta, GA","Fayetteville, AR",589,-1
SkyWest Airlines,"Atlanta, GA","Jacksonville/Camp Lejeune, NC",399,-8
SkyWest Airlines,"Atlanta, GA","Shreveport, LA",552,25
SkyWest Airlines,"Atlanta, GA","Shreveport, LA",552,-2
SkyWest Airlines,"Atlanta, GA","South Bend, IN",566,-25
SkyWest Airlines,"Atlanta, GA","South Bend, IN",566,18
SkyWest Airlines,"Austin, TX","Jacksonville, FL",953,-34
SkyWest Airlines,"Austin, TX","Los Angeles, CA",1242,22
SkyWest Airlines,"Austin, TX","Los Angeles, CA",1242,-20
SkyWest Airlines,"Austin, TX","Minneapolis, MN",1042,-20
SkyWest Airlines,"Austin, TX","Panama City, FL",710,8
SkyWest Airlines,"Bakersfield, CA","Phoenix, AZ",425,3
SkyWest Airlines,"Bakersfield, CA","Phoenix, AZ",425,-6
SkyWest Airlines,"Bakersfield, CA","Phoenix, AZ",425,0
SkyWest Airlines,"Bakersfield, CA","Phoenix, AZ",425,-16
SkyWest Airlines,"Beaumont/Port Arthur, TX","Dallas/Fort Worth, TX",270,-15
SkyWest Airlines,"Bellingham, WA","Seattle, WA",93,-17
SkyWest Airlines,"Bellingham, WA","Seattle, WA",93,1
SkyWest Airlines,"Bellingham, WA","Seattle, WA",93,11
SkyWest Airlines,"Bellingham, WA","Seattle, WA",93,6
SkyWest Airlines,"Bend/Redmond, OR","San Francisco, CA",462,34
SkyWest Airlines,"Bend/Redmond, OR","Seattle, WA",228,8
SkyWest Airlines,"Billings, MT","Denver, CO",455,-32
SkyWest Airlines,"Billings, MT","Denver, CO",455,-21
SkyWest Airlines,"Binghamton, NY","Detroit, MI",378,-18
SkyWest Airlines,"Birmingham, AL","Denver, CO",1083,-22
SkyWest Airlines,"Bismarck/Mandan, ND","Denver, CO",516,-34
SkyWest Airlines,"Bismarck/Mandan, ND","Denver, CO",516,-10
SkyWest Airlines,"Boise, ID","Los Angeles, CA",674,9
SkyWest Airlines,"Boise, ID","San Francisco, CA",522,22
SkyWest Airlines,"Boise, ID","San Francisco, CA",522,63
SkyWest Airlines,"Boise, ID","Seattle, WA",399,-30
SkyWest Airlines,"Boise, ID","Seattle, WA",399,0
SkyWest Airlines,"Bozeman, MT","Denver, CO",524,-34
SkyWest Airlines,"Bozeman, MT","Salt Lake City, UT",347,1
SkyWest Airlines,"Bozeman, MT","Seattle, WA",543,-5
SkyWest Airlines,"Bozeman, MT","Seattle, WA",543,19
SkyWest Airlines,"Brainerd, MN","Minneapolis, MN",114,-22
SkyWest Airlines,"Buffalo, NY","Detroit, MI",241,99
SkyWest Airlines,"Burbank, CA","Eugene, OR",732,-28
SkyWest Airlines,"Burbank, CA","Salt Lake City, UT",574,-29
SkyWest Airlines,"Burlington, VT","Chicago, IL",763,-2
SkyWest Airlines,"Butte, MT","Salt Lake City, UT",357,39
SkyWest Airlines,"Casper, WY","Denver, CO",230,-25
SkyWest Airlines,"Casper, WY","Denver, CO",230,-20
SkyWest Airlines,"Casper, WY","Denver, CO",230,-9
SkyWest Airlines,"Cedar Rapids/Iowa City, IA","Chicago, IL",196,17
SkyWest Airlines,"Cedar Rapids/Iowa City, IA","Denver, CO",692,-5
SkyWest Airlines,"Charlotte, NC","Kansas City, MO",808,7
SkyWest Airlines,"Charlotte, NC","Lewisburg, WV",185,-13
SkyWest Airlines,"Charlotte, NC","Lewisburg, WV",185,-11
SkyWest Airlines,"Chattanooga, TN","Houston, TX",686,3
SkyWest Airlines,"Chicago, IL","Akron, OH",344,-7
SkyWest Airlines,"Chicago, IL","Akron, OH",344,20
SkyWest Airlines,"Chicago, IL","Akron, OH",344,147
SkyWest Airlines,"Chicago, IL","Appleton, WI",160,54
SkyWest Airlines,"Chicago, IL","Appleton, WI",160,-11
SkyWest Airlines,"Chicago, IL","Boise, ID",1437,25
SkyWest Airlines,"Chicago, IL","Burlington, VT",763,-18
SkyWest Airlines,"Chicago, IL","Cedar Rapids/Iowa City, IA",196,8
SkyWest Airlines,"Chicago, IL","Cedar Rapids/Iowa City, IA",196,9
SkyWest Airlines,"Chicago, IL","Charleston/Dunbar, WV",416,12
SkyWest Airlines,"Chicago, IL","Charleston/Dunbar, WV",416,-10
SkyWest Airlines,"Chicago, IL","Cleveland, OH",316,-15
SkyWest Airlines,"Chicago, IL","Columbia, MO",315,23
SkyWest Airlines,"Chicago, IL","Des Moines, IA",299,56
SkyWest Airlines,"Chicago, IL","Detroit, MI",235,37
SkyWest Airlines,"Chicago, IL","Duluth, MN",397,2
SkyWest Airlines,"Chicago, IL","Fargo, ND",557,-23
SkyWest Airlines,"Chicago, IL","Flint, MI",223,-22
SkyWest Airlines,"Chicago, IL","Flint, MI",223,48
SkyWest Airlines,"Chicago, IL","Flint, MI",223,-13
SkyWest Airlines,"Chicago, IL","Fort Dodge, IA",324,-16
SkyWest Airlines,"Chicago, IL","Fort Dodge, IA",324,3
SkyWest Airlines,"Chicago, IL","Grand Rapids, MI",137,-27
SkyWest Airlines,"Chicago, IL","Greensboro/High Point, NC",589,-24
SkyWest Airlines,"Chicago, IL","Greensboro/High Point, NC",589,10
SkyWest Airlines,"Chicago, IL","Greer, SC",577,-31
SkyWest Airlines,"Chicago, IL","Hancock/Houghton, MI",360,-13
SkyWest Airlines,"Chicago, IL","Hancock/Houghton, MI",360,-4
SkyWest Airlines,"Chicago, IL","Kansas City, MO",403,9
SkyWest Airlines,"Chicago, IL","Kansas City, MO",403,-15
SkyWest Airlines,"Chicago, IL","Knoxville, TN",475,28
SkyWest Airlines,"Chicago, IL","Lewisburg, WV",489,-5
SkyWest Airlines,"Chicago, IL","Lincoln, NE",466,26
SkyWest Airlines,"Chicago, IL","Milwaukee, WI",67,-14
SkyWest Airlines,"Chicago, IL","Milwaukee, WI",67,-16
SkyWest Airlines,"Chicago, IL","Milwaukee, WI",67,-2
SkyWest Airlines,"Chicago, IL","Minneapolis, MN",334,173
SkyWest Airlines,"Chicago, IL","Moline, IL",139,-24
SkyWest Airlines,"Chicago, IL","Montrose/Delta, CO",1081,-20
SkyWest Airlines,"Chicago, IL","Nashville, TN",409,38
SkyWest Airlines,"Chicago, IL","Nashville, TN",409,23
SkyWest Airlines,"Chicago, IL","Oklahoma City, OK",693,3
SkyWest Airlines,"Chicago, IL","Rapid City, SD",780,-18
SkyWest Airlines,"Chicago, IL","Rapid City, SD",780,-2
SkyWest Airlines,"Chicago, IL","Richmond, VA",642,29
SkyWest Airlines,"Chicago, IL","Roanoke, VA",530,16
SkyWest Airlines,"Chicago, IL","Rochester, MN",268,45
SkyWest Airlines,"Chicago, IL","Sioux Falls, SD",462,-42
SkyWest Airlines,"Chicago, IL","South Bend, IN",84,-26
SkyWest Airlines,"Chicago, IL","South Bend, IN",84,85
SkyWest Airlines,"Chicago, IL","St. Louis, MO",258,-18
SkyWest Airlines,"Chicago, IL","Traverse City, MI",224,-12
SkyWest Airlines,"Chicago, IL","Tulsa, OK",585,-1
SkyWest Airlines,"Chicago, IL","Tulsa, OK",585,-1
SkyWest Airlines,"Chicago, IL","Wichita, KS",588,-2
SkyWest Airlines,"Chicago, IL","Wichita, KS",588,79
SkyWest Airlines,"Colorado Springs, CO","Salt Lake City, UT",411,-7
SkyWest Airlines,"Columbia, MO","Chicago, IL",315,240
SkyWest Airlines,"Corpus Christi, TX","Dallas/Fort Worth, TX",355,9
SkyWest Airlines,"Corpus Christi, TX","Houston, TX",201,23
SkyWest Airlines,"Corpus Christi, TX","Houston, TX",201,78
SkyWest Airlines,"Dallas/Fort Worth, TX","Birmingham, AL",597,-24
SkyWest Airlines,"Dallas/Fort Worth, TX","Grand Island, NE",562,-14
SkyWest Airlines,"Dallas/Fort Worth, TX","Killeen, TX",134,-12
SkyWest Airlines,"Dallas/Fort Worth, TX","Midland/Odessa, TX",309,-27
SkyWest Airlines,"Dallas/Fort Worth, TX","Midland/Odessa, TX",309,-23
SkyWest Airlines,"Dallas/Fort Worth, TX","Monroe, LA",293,-8
SkyWest Airlines,"Dallas/Fort Worth, TX","San Antonio, TX",247,-18
SkyWest Airlines,"Dallas/Fort Worth, TX","San Antonio, TX",247,28
SkyWest Airlines,"Dallas/Fort Worth, TX","Santa Fe, NM",551,-8
SkyWest Airlines,"Dallas/Fort Worth, TX","South Bend, IN",846,-9
SkyWest Airlines,"Dallas/Fort Worth, TX","Springfield, MO",364,-1
SkyWest Airlines,"Dallas/Fort Worth, TX","Stillwater, OK",225,-11
SkyWest Airlines,"Dallas/Fort Worth, TX","Tyler, TX",102,-21
SkyWest Airlines,"Dallas/Fort Worth, TX","Waco, TX",90,-13
SkyWest Airlines,"Dallas/Fort Worth, TX","Yuma, AZ",1022,-3
SkyWest Airlines,"Denver, CO","Aspen, CO",125,-21
SkyWest Airlines,"Denver, CO","Austin, TX",775,-2
SkyWest Airlines,"Denver, CO","Bakersfield, CA",845,-8
SkyWest Airlines,"Denver, CO","Billings, MT",455,-2
SkyWest Airlines,"Denver, CO","Billings, MT",455,-17
SkyWest Airlines,"Denver, CO","Bismarck/Mandan, ND",516,-26
SkyWest Airlines,"Denver, CO","Casper, WY",230,26
SkyWest Airlines,"Denver, CO","Cheyenne, WY",90,668
SkyWest Airlines,"Denver, CO","Cheyenne, WY",90,27
SkyWest Airlines,"Denver, CO","Cody, WY",391,11
SkyWest Airlines,"Denver, CO","Colorado Springs, CO",73,-27
SkyWest Airlines,"Denver, CO","Colorado Springs, CO",73,-14
SkyWest Airlines,"Denver, CO","Colorado Springs, CO",73,9
SkyWest Airlines,"Denver, CO","Colorado Springs, CO",73,15
SkyWest Airlines,"Denver, CO","Columbia, MO",671,7
SkyWest Airlines,"Denver, CO","Des Moines, IA",589,-31
SkyWest Airlines,"Denver, CO","Durango, CO",251,19
SkyWest Airlines,"Denver, CO","Gillette, WY",313,-18
SkyWest Airlines,"Denver, CO","Grand Junction, CO",212,-21
SkyWest Airlines,"Denver, CO","Gunnison, CO",152,74
SkyWest Airlines,"Denver, CO","Helena, MT",594,15
SkyWest Airlines,"Denver, CO","Helena, MT",594,8
SkyWest Airlines,"Denver, CO","Helena, MT",594,-4
SkyWest Airlines,"Denver, CO","Helena, MT",594,-16
SkyWest Airlines,"Denver, CO","Idaho Falls, ID",458,-6
SkyWest Airlines,"Denver, CO","Jamestown, ND",573,-15
SkyWest Airlines,"Denver, CO","Kearney, NE",305,1
SkyWest Airlines,"Denver, CO","Kearney, NE",305,-16
SkyWest Airlines,"Denver, CO","Laramie, WY",113,-10
SkyWest Airlines,"Denver, CO","Lincoln, NE",423,-12
SkyWest Airlines,"Denver, CO","Lincoln, NE",423,-22
SkyWest Airlines,"Denver, CO","Los Angeles, CA",862,-2
SkyWest Airlines,"Denver, CO","Midland/Odessa, TX",563,-9
SkyWest Airlines,"Denver, CO","Milwaukee, WI",896,-5
SkyWest Airlines,"Denver, CO","Oklahoma City, OK",495,42
SkyWest Airlines,"Denver, CO","Palm Springs, CA",776,83
SkyWest Airlines,"Denver, CO","Pierre, SD",385,9
SkyWest Airlines,"Denver, CO","Rapid City, SD",301,-3
SkyWest Airlines,"Denver, CO","Rapid City, SD",301,8
SkyWest Airlines,"Denver, CO","San Diego, CA",853,-37
SkyWest Airlines,"Denver, CO","Santa Fe, NM",303,-11
SkyWest Airlines,"Denver, CO","Shreveport, LA",792,157
SkyWest Airlines,"Denver, CO","Sioux Falls, SD",483,-22
SkyWest Airlines,"Denver, CO","Spokane, WA",836,-7
SkyWest Airlines,"Denver, CO","Tulsa, OK",541,-16
SkyWest Airlines,"Denver, CO","Tulsa, OK",541,42
SkyWest Airlines,"Denver, CO","Wichita, KS",420,13
SkyWest Airlines,"Denver, CO","Wichita, KS",420,-24
SkyWest Airlines,"Denver, CO","Wichita, KS",420,36
SkyWest Airlines,"Denver, CO","Wichita, KS",420,-11
SkyWest Airlines,"Denver, CO","Wichita, KS",420,7
SkyWest Airlines,"Denver, CO","Wichita, KS",420,-16
SkyWest Airlines,"Denver, CO","Williston, ND",582,33
SkyWest Airlines,"Des Moines, IA","Denver, CO",589,-16
SkyWest Airlines,"Detroit, MI","Alpena, MI",198,128
SkyWest Airlines,"Detroit, MI","Binghamton, NY",378,-21
SkyWest Airlines,"Detroit, MI","Buffalo, NY",241,-3
SkyWest Airlines,"Detroit, MI","Chicago, IL",235,-7
SkyWest Airlines,"Detroit, MI","Chicago, IL",235,12
SkyWest Airlines,"Detroit, MI","Cleveland, OH",95,-15
SkyWest Airlines,"Detroit, MI","Iron Mountain/Kingsfd, MI",344,157
SkyWest Airlines,"Detroit, MI","Memphis, TN",610,-8
SkyWest Airlines,"Detroit, MI","Memphis, TN",610,-12
SkyWest Airlines,"Detroit, MI","Omaha, NE",650,-9
SkyWest Airlines,"Detroit, MI","Pellston, MI",243,3
SkyWest Airlines,"Detroit, MI","Pellston, MI",243,2
SkyWest Airlines,"Detroit, MI","Pellston, MI",243,-17
SkyWest Airlines,"Detroit, MI","Portland, ME",668,-23
SkyWest Airlines,"Dickinson, ND","Denver, CO",488,2
SkyWest Airlines,"Duluth, MN","Minneapolis, MN",144,-17
SkyWest Airlines,"Duluth, MN","Minneapolis, MN",144,-15
SkyWest Airlines,"Durango, CO","Dallas/Fort Worth, TX",674,-11
SkyWest Airlines,"Eau Claire, WI","Chicago, IL",269,-32
SkyWest Airlines,"Eau Claire, WI","Chicago, IL",269,-3
SkyWest Airlines,"El Paso, TX","Los Angeles, CA",715,-29
SkyWest Airlines,"Eugene, OR","Salt Lake City, UT",618,-8
SkyWest Airlines,"Eugene, OR","Salt Lake City, UT",618,-5
SkyWest Airlines,"Eugene, OR","Seattle, WA",234,-14
SkyWest Airlines,"Fargo, ND","Denver, CO",627,32
SkyWest Airlines,"Fargo, ND","Minneapolis, MN",223,-14
SkyWest Airlines,"Fargo, ND","Minneapolis, MN",223,-26
SkyWest Airlines,"Farmington, NM","Denver, CO",289,-23
SkyWest Airlines,"Fayetteville, AR","Atlanta, GA",589,14
SkyWest Airlines,"Fayetteville, AR","Atlanta, GA",589,-2
SkyWest Airlines,"Fayetteville, AR","Chicago, IL",522,-2
SkyWest Airlines,"Fort Wayne, IN","Chicago, IL",157,26
SkyWest Airlines,"Fort Wayne, IN","Chicago, IL",157,126
SkyWest Airlines,"Fort Wayne, IN","Chicago, IL",157,-10
SkyWest Airlines,"Fresno, CA","Los Angeles, CA",209,-10
SkyWest Airlines,"Fresno, CA","Salt Lake City, UT",501,-15
SkyWest Airlines,"Fresno, CA","Salt Lake City, UT",501,-18
SkyWest Airlines,"Fresno, CA","San Francisco, CA",158,162
SkyWest Airlines,"Fresno, CA","San Francisco, CA",158,-23
SkyWest Airlines,"Grand Forks, ND","Minneapolis, MN",284,-29
SkyWest Airlines,"Grand Junction, CO","Denver, CO",212,-24
SkyWest Airlines,"Grand Junction, CO","Phoenix, AZ",438,-33
SkyWest Airlines,"Grand Junction, CO","Phoenix, AZ",438,0
SkyWest Airlines,"Grand Junction, CO","Phoenix, AZ",438,-10
SkyWest Airlines,"Grand Junction, CO","Salt Lake City, UT",217,-21
SkyWest Airlines,"Grand Rapids, MI","Chicago, IL",137,-25
SkyWest Airlines,"Grand Rapids, MI","Minneapolis, MN",408,-23
SkyWest Airlines,"Grand Rapids, MI","Minneapolis, MN",408,-14
SkyWest Airlines,"Grand Rapids, MI","Minneapolis, MN",408,-18
SkyWest Airlines,"Grand Rapids, MI","Minneapolis, MN",408,-31
SkyWest Airlines,"Green Bay, WI","Chicago, IL",173,40
SkyWest Airlines,"Green Bay, WI","Chicago, IL",173,81
SkyWest Airlines,"Green Bay, WI","Detroit, MI",287,-19
SkyWest Airlines,"Gunnison, CO","Denver, CO",152,-12
SkyWest Airlines,"Gunnison, CO","Denver, CO",152,-17
SkyWest Airlines,"Gunnison, CO","Denver, CO",152,346
SkyWest Airlines,"Hartford, CT","Chicago, IL",783,3
SkyWest Airlines,"Hobbs, NM","Denver, CO",501,-25
SkyWest Airlines,"Houston, TX","Abilene, TX",306,-13
SkyWest Airlines,"Houston, TX","Abilene, TX",306,-6
SkyWest Airlines,"Houston, TX","Abilene, TX",306,-30
SkyWest Airlines,"Houston, TX","Cincinnati, OH",871,-12
SkyWest Airlines,"Houston, TX","Hattiesburg/Laurel, MS",372,-8
SkyWest Airlines,"Houston, TX","Little Rock, AR",374,-25
SkyWest Airlines,"Houston, TX","Memphis, TN",468,-7
SkyWest Airlines,"Houston, TX","Memphis, TN",468,4
SkyWest Airlines,"Houston, TX","Milwaukee, WI",984,17
SkyWest Airlines,"Houston, TX","Montgomery, AL",554,126
SkyWest Airlines,"Houston, TX","Salina, KS",621,0
SkyWest Airlines,"Houston, TX","San Antonio, TX",191,-1
SkyWest Airlines,"Houston, TX","Shreveport, LA",192,10
SkyWest Airlines,"Houston, TX","Victoria, TX",123,-10
SkyWest Airlines,"Houston, TX","Victoria, TX",123,30
SkyWest Airlines,"Huntsville, AL","Denver, CO",1048,0
SkyWest Airlines,"Idaho Falls, ID","Denver, CO",458,-12
SkyWest Airlines,"Idaho Falls, ID","Seattle, WA",566,-14
SkyWest Airlines,"Indianapolis, IN","Austin, TX",919,-21
SkyWest Airlines,"Indianapolis, IN","Chicago, IL",177,19
SkyWest Airlines,"Indianapolis, IN","Detroit, MI",231,-16
SkyWest Airlines,"Indianapolis, IN","Detroit, MI",231,-17
SkyWest Airlines,"Iron Mountain/Kingsfd, MI","Detroit, MI",344,-18
SkyWest Airlines,"Joplin, MO","Chicago, IL",484,-5
SkyWest Airlines,"Kalamazoo, MI","Chicago, IL",122,-20
SkyWest Airlines,"Kansas City, MO","Chicago, IL",403,-32
SkyWest Airlines,"Kansas City, MO","Denver, CO",533,-28
SkyWest Airlines,"Knoxville, TN","Chicago, IL",475,-15
SkyWest Airlines,"Knoxville, TN","Chicago, IL",475,2
SkyWest Airlines,"Lafayette, IN","Chicago, IL",119,-20
SkyWest Airlines,"Las Vegas, NV","Boise, ID",519,-24
SkyWest Airlines,"Lewisburg, WV","Charlotte, NC",185,-16
SkyWest Airlines,"Lewisburg, WV","Chicago, IL",489,23
SkyWest Airlines,"Lexington, KY","Denver, CO",1086,2
SkyWest Airlines,"Lexington, KY","Denver, CO",1086,1
SkyWest Airlines,"Lincoln, NE","Denver, CO",423,-29
SkyWest Airlines,"Little Rock, AR","Chicago, IL",552,48
SkyWest Airlines,"Little Rock, AR","Chicago, IL",552,48
SkyWest Airlines,"Little Rock, AR","Denver, CO",771,50
SkyWest Airlines,"Little Rock, AR","Houston, TX",374,6
SkyWest Airlines,"Los Angeles, CA","Arcata/Eureka, CA",577,9
SkyWest Airlines,"Los Angeles, CA","Austin, TX",1242,-19
SkyWest Airlines,"Los Angeles, CA","Boise, ID",674,-22
SkyWest Airlines,"Los Angeles, CA","Denver, CO",862,45
SkyWest Airlines,"Los Angeles, CA","Eugene, OR",748,-22
SkyWest Airlines,"Los Angeles, CA","Jackson, WY",784,-29
SkyWest Airlines,"Los Angeles, CA","Kansas City, MO",1363,-10
SkyWest Airlines,"Los Angeles, CA","Medford, OR",630,2
SkyWest Airlines,"Los Angeles, CA","Monterey, CA",266,-6
SkyWest Airlines,"Los Angeles, CA","Oklahoma City, OK",1187,18
SkyWest Airlines,"Los Angeles, CA","Omaha, NE",1330,-32
SkyWest Airlines,"Los Angeles, CA","Omaha, NE",1330,-19
SkyWest Airlines,"Los Angeles, CA","Omaha, NE",1330,5
SkyWest Airlines,"Los Angeles, CA","Phoenix, AZ",370,-14
SkyWest Airlines,"Los Angeles, CA","Reno, NV",390,-12
SkyWest Airlines,"Los Angeles, CA","Sacramento, CA",373,-17
SkyWest Airlines,"Los Angeles, CA","Sacramento, CA",373,-21
SkyWest Airlines,"Los Angeles, CA","Sacramento, CA",373,22
SkyWest Airlines,"Los Angeles, CA","Sacramento, CA",373,-6
SkyWest Airlines,"Los Angeles, CA","San Jose, CA",308,-8
SkyWest Airlines,"Los Angeles, CA","San Luis Obispo, CA",155,-15
SkyWest Airlines,"Los Angeles, CA","Seattle, WA",954,32
SkyWest Airlines,"Los Angeles, CA","Tucson, AZ",451,-5
